,smiles,Lipop,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
1836,Nc1nccc(n1)c2cc3C(=O)NC[C@@H](CCF)c3[nH]2,-1.382119276667697,1,3,5,1,4,1,1,5,5,5
1837,CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C,0.03021232464358603,5,2,2,1,2,1,1,3,4,4
1838,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,0.07175148938803537,2,4,4,3,2,5,5,4,2,1
1839,FC(F)(F)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCN(CC3)c4ccncc4Cl,1.135154106845943,4,5,2,5,5,5,1,3,5,4
1840,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,1.1517697727437228,4,2,5,5,2,4,3,3,1,5
1841,Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N,1.0188444455614842,2,1,4,2,2,5,5,5,4,5
1842,CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(F)cc2,-1.1079607893543306,4,1,1,1,5,4,3,3,3,2
1843,Nc1nccc(n1)n2ccc3ccccc23,0.4456039720880811,1,3,4,5,5,4,4,1,3,3
1844,CCN(C1CCN(CCC(N2CCC(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,-1.058113791660991,5,5,4,2,3,5,4,2,5,4
1845,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,1.5090065895459888,5,1,1,5,5,4,1,5,2,4
1846,CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C,-1.1578077870476695,1,4,1,4,3,4,5,1,5,1
1847,Cc1cc(NC(=O)c2ccccc2)n[nH]1,-0.3519479910053494,3,1,3,4,2,2,3,3,5,2
1848,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13,0.7696094570947873,4,1,4,1,1,3,3,2,2,3
1849,CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,-0.8753414667854131,2,3,3,4,5,1,2,5,5,3
1850,CC(C)(NC(=O)c1sccc1Oc2ccc(F)cc2[N+](=O)[O-])C#C,0.6865311276058883,1,1,4,3,2,4,4,4,4,5
1851,Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3,-0.13594433433421216,1,5,4,2,1,2,3,1,1,2
1852,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,0.43729613913919135,2,4,5,5,2,5,2,2,4,4
1853,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccs4,0.9025347842770256,1,2,1,3,3,3,2,2,2,3
1854,Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,0.0966749882347053,3,1,4,2,3,1,5,3,3,3
1855,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,-3.0519936993945675,4,1,1,5,4,4,4,1,3,2
1856,CN1C=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,0.021904491694696302,3,5,5,3,3,2,3,3,1,1
1857,CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,1.5754692531371082,2,3,5,2,3,5,2,5,3,4
1858,NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F,-0.4765654852386978,3,1,5,1,1,5,4,3,4,4
1859,CCCNC(=O)c1nnc2c(cccc2c1N)c3cc(C)ccc3OC,1.5090065895459888,2,5,5,4,1,1,3,2,5,1
1860,CNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,-0.1525600002319918,3,2,2,1,2,4,1,4,2,2
1861,C[C@H](NC(=O)c1c(C)nn(C2CCSCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,-0.7341083066542848,4,3,2,4,4,5,3,4,5,5
1862,CC[C@H]1[C@@H](Cc2cncn2C)COC1=O,-2.1132085761700092,2,4,2,2,4,1,5,4,2,4
1863,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,0.10498282118359502,4,4,4,5,2,2,3,4,1,2
1864,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5,-0.38517932280090905,1,5,5,4,1,4,1,4,1,1
1865,CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,-0.26056182856756044,5,1,4,4,1,4,4,2,2,5
1866,CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,0.18806115067249413,4,2,2,1,5,5,5,5,2,3
1867,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,0.19636898362138425,1,1,1,4,5,3,2,1,4,5
1868,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,-0.4101028216475788,4,3,5,3,2,2,4,4,1,3
1869,CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F,0.4871431368325305,4,4,2,3,4,3,4,2,3,5
1870,O=C1Oc2ccccc2C=C1c3ccccc3,0.8693034524814662,2,1,1,3,5,2,4,3,2,4
1871,COc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,1.8745512392971442,4,4,3,4,1,3,1,2,1,5
1872,Cc1nc(cs1)C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2,-1.6064307662877246,1,1,5,4,4,2,2,5,4,2
1873,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,0.43729613913919135,1,5,1,5,2,5,2,1,5,2
1874,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(C(=O)O)c3C,-0.8254944690920738,4,5,1,3,5,4,3,4,2,4
1875,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23,0.54529796747476,5,2,2,2,1,1,4,4,1,5
1876,CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,-0.8919571326831929,1,5,3,4,1,1,3,4,3,1
1877,Nc1ncnc2oc(c3cocc3)c(c4occc4)c12,0.7696094570947873,3,4,4,2,1,2,5,5,2,5
1878,OC(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,-0.4350263204942485,2,2,2,4,5,5,1,2,4,5
1879,Oc1ccc(O)c2C(=O)C=CC(=O)c12,-0.21902266382311106,2,1,4,4,4,1,2,5,1,3
1880,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,-1.6064307662877246,5,5,3,3,5,1,3,5,1,4
1881,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,1.1517697727437228,3,1,5,5,4,3,1,4,2,3
1882,Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,-0.2439461626697808,2,1,5,4,4,3,4,2,4,4
1883,Brc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,0.013596658745806213,4,2,2,3,3,1,3,4,2,4
1884,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,0.9357661160725852,4,2,4,1,1,3,2,5,3,3
1885,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,1.0769992762037135,4,3,4,3,5,2,1,3,5,5
1886,Cc1cnc(NS(=O)(=O)c2ccccc2)c(C)n1,-1.830742255907752,5,5,1,1,3,2,1,2,4,1
1887,CCCC(=O)NCc1cncc(c1)c2ccc(F)cc2OC,0.6034527981169892,3,2,4,3,2,5,3,4,1,4
1888,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,-1.5150446038499354,4,2,5,5,3,5,4,4,3,4
1889,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,0.13821415297915465,5,3,3,1,1,3,4,4,1,1
1890,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(c4)c(C)nn5C,0.5203744686280901,5,1,5,2,4,2,4,2,4,4
1891,Cn1cc(cc1c2c3C(=O)N(CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,0.6865311276058883,3,4,1,3,4,1,2,5,1,2
1892,Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2,1.600392751983777,2,4,3,1,4,2,1,3,2,4
1893,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,1.5173144224948785,3,2,2,3,2,5,1,3,3,4
1894,F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,-1.2575017824343486,5,4,3,3,3,4,5,1,2,5
1895,C[C@H](NC(=O)c1c(C)nn(C2CCN(CC(F)(F)F)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,-0.9085727985809728,5,5,4,4,3,3,2,2,1,4
1896,C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)C(C)(O)C(F)(F)F,-0.9501119633254222,2,3,4,1,2,1,5,1,3,2
1897,c1ccc2[nH]ncc2c1,-0.22733049677200096,4,4,1,1,3,5,2,3,3,4
1898,COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,0.3209864778547327,2,1,5,4,1,4,1,4,2,5
1899,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13,0.36252564259918196,3,1,2,4,3,3,4,2,3,4
1900,COc1ccc(OC(F)(F)F)cc1CN[C@H]2CCCN[C@H]2c3ccccc3,0.6034527981169892,2,4,2,3,3,2,4,5,1,2
1901,Nc1nc(cs1)c2ccc(Cl)cc2,0.9440739490214752,4,2,3,5,2,5,1,4,4,4
1902,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,-2.5535237224611733,2,1,4,2,4,1,2,1,5,5
1903,CCOC(=O)c1ccc(N)cc1,-0.28548532741423016,4,5,2,3,5,2,2,5,3,1
1904,CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5,-0.5928751465231565,2,2,4,3,1,4,3,2,5,5
1905,Oc1nc2cc(Cl)c(Cl)c(c2nc1O)[N+](=O)[O-],-1.6313542651343942,3,1,1,3,5,4,5,4,3,5
1906,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2,-1.0830372905076606,5,3,4,4,4,1,1,4,2,5
1907,CCc1c(C)nc2sc(C(=O)N)c(N)c2c1C,0.3708334755480721,5,2,1,1,2,5,5,2,1,5
1908,OC(=O)c1ccc(OCC(=O)COc2ccc(SCCCCCc3ccccc3)cc2)cc1,1.209924603385952,2,4,2,1,1,3,5,5,5,2
1909,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCOCC4,0.4206804732414116,1,2,4,2,5,4,3,4,3,2
1910,OCCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,1.0936149421014936,2,1,3,5,4,4,5,5,4,2
1911,OC(=O)CC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,0.5536058004236497,5,5,4,2,4,1,1,5,1,4
1912,OCCO[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,1.6585475826260068,3,5,5,1,4,5,1,2,1,1
1913,Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,0.4206804732414116,3,1,1,3,5,2,1,4,4,3
1914,CCCc1cc(cc(OC)c1OC)C2=N[C@H](CO2)C(=O)NO,-0.4017949886986889,3,2,5,2,2,1,5,1,4,5
1915,ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCOCC1,-1.0996529564054405,1,5,1,3,5,1,3,3,5,1
1916,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3,0.1797533177236044,1,4,1,2,2,1,4,3,5,5
1917,OC(=O)c1cccc(c1)c2cccc(c2)C#N,-1.556583768594385,5,3,1,1,5,2,3,2,2,5
1918,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,1.3511577635170802,2,1,1,3,5,3,1,5,5,3
1919,CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,-0.9002649656320828,2,4,5,1,2,3,4,5,3,2
1920,COc1cc2ncc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1OC,0.8194564547881268,4,4,1,3,5,4,4,1,1,1
1921,COc1cc(Oc2ccnc3ccc(F)cc23)ccc1CC(=O)Nc4noc(C)c4C,1.5671614201882176,1,4,5,4,3,3,3,1,1,2
1922,Cc1cc(NC(=O)c2ccc(Cl)cc2)n(n1)c3ccccc3,0.8942269513281358,5,1,2,4,2,4,3,3,2,5
1923,OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCCC6,-0.3768714898520191,1,2,4,4,3,2,1,2,4,1
1924,CC1=C(CCC(=O)O)C(=O)Oc2cc(O)ccc12,-2.3873670634833752,4,4,5,1,4,3,5,3,4,1
1925,CC(C)(O)c1ccc(Nc2nc3ccc(cc3[nH]2)C#N)cc1,0.4622196379858609,3,5,5,2,1,5,4,1,2,5
1926,CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,-0.5762594806253768,3,5,5,2,1,5,4,3,4,2
1927,COc1cc2ncc(C(=O)N)c(Nc3ccccc3Cl)c2cc1OC,0.5951449651680994,5,2,2,4,4,5,2,2,3,1
1928,C1CNCC(C1)c2nc3ccccc3s2,-0.975035462172092,4,4,1,2,2,3,2,5,3,1
1929,[O-][N+](=O)c1cccc2ccc(nc12)C(Cl)(Cl)Cl,1.2680794340281816,5,3,2,1,4,5,5,4,3,3
1930,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,0.12990632003026495,4,3,3,3,5,1,1,4,3,1
1931,CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,0.7446859582481175,5,5,1,1,1,2,4,3,1,3
1932,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,-0.3602558239542393,1,5,3,3,1,3,5,3,2,4
1933,O=C1NC(=NC(=C1C#N)c2ccccc2)SCc3ccccc3,-0.5097968170342575,1,3,3,4,1,1,1,5,1,4
1934,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F,-0.011326840100863331,5,5,1,2,2,5,5,2,5,4
1935,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc3nc(N)sc13,0.9440739490214752,5,1,4,1,5,2,3,2,4,3
1936,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,1.492390923648209,5,4,5,5,3,5,4,1,3,3
1937,OC(CN1CCOCC1)c2ccccc2,-0.975035462172092,1,2,5,2,4,1,3,4,5,4
1938,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,1.3511577635170802,2,2,2,3,5,5,3,2,1,3
1939,CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,-0.2522539956186705,3,1,3,2,5,4,4,4,5,3
1940,CN(C)c1cccc2c(cccc12)S(=O)(=O)N,-0.1857913320275514,3,3,2,5,5,1,1,4,5,2
1941,Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl,-1.6895090957766234,5,4,1,2,3,2,4,5,5,2
1942,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13,1.2680794340281816,4,3,4,3,1,5,5,3,4,3
1943,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,0.4456039720880811,3,3,5,1,5,2,1,5,3,5
1944,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C(F)(F)F)C(=O)C(F)(F)F,-0.966727629223202,3,5,5,3,4,5,3,5,5,5
1945,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,0.6034527981169892,3,2,5,4,4,5,4,3,3,2
1946,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,-1.905512752447761,3,3,3,1,1,4,5,2,4,2
1947,Nc1nccc(\C=C\c2ccc(Cl)cc2)n1,1.1019227750503833,1,2,1,4,2,3,3,3,3,4
1948,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,0.3542178096502923,5,2,2,1,3,2,1,3,4,1
1949,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,-0.975035462172092,3,2,4,5,3,4,2,5,5,3
1950,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,0.18806115067249413,2,1,3,1,4,2,4,1,5,4
1951,COc1cc2ncc(C(=O)N)c(Nc3cccc(F)c3F)c2cc1OC,0.53699013452587,1,4,1,3,5,5,1,5,4,3
1952,OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1,0.6283762969636589,4,5,4,3,1,5,2,2,5,5
1953,O=C1CCOc2cc(OCc3cccc(c3)C#N)ccc12,0.5203744686280901,1,2,3,2,3,2,2,4,1,1
1954,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(F)c2,-0.8088788031942941,1,5,4,1,1,4,3,1,3,3
1955,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],-1.647969931032174,5,5,5,5,5,4,5,3,3,1
1956,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,-0.8088788031942941,2,2,5,3,1,4,3,5,1,5
1957,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,-0.03625033894753324,1,1,3,1,3,1,4,3,2,2
1958,Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4,0.5203744686280901,4,1,5,4,5,4,3,1,2,1
1959,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,-1.7892030911633023,3,2,4,2,2,3,2,1,2,1
1960,CCCC1CCCCC(=N1)N,-0.8919571326831929,1,4,3,5,1,1,3,1,5,3
1961,NNC1=Nc2ccccc2NC1=O,-1.4402741073099266,5,4,2,3,1,1,3,1,5,2
1962,Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4,-1.307348780127688,4,5,2,1,3,2,1,5,4,5
1963,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,1.3511577635170802,3,5,5,2,5,5,2,1,4,5
1964,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,0.9440739490214752,4,1,1,1,4,4,1,2,4,4
1965,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4,1.1850011045392823,5,3,2,3,5,3,3,1,1,4
1966,OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4,-0.027942505998643147,3,3,2,3,1,4,5,3,3,1
1967,Cn1c(CN2CCN(CC2)c3cccc(Cl)c3)nc4ccccc14,1.3096185987726308,1,1,3,2,3,1,1,5,4,3
1968,CCN1C(=O)C2=C(OC(=CC2=O)O)c3ccccc13,-0.8670336338365234,1,5,1,3,4,2,1,3,1,1
1969,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C,0.43729613913919135,1,4,2,3,3,1,1,4,1,1
1970,Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,1.2265402692837315,1,1,1,3,2,3,1,5,4,3
1971,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,0.3209864778547327,2,4,4,5,2,1,4,1,4,1
1972,NC(=N)Nc1ccc(Cl)c(Cl)c1,-2.063361578476669,5,5,5,2,3,2,3,1,5,5
1973,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)S(=O)(=O)C,-2.088285077323339,3,5,3,5,1,1,1,1,2,4
1974,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cccc3ccccc23,0.7862251229925672,2,2,3,5,1,2,4,4,4,3
1975,FC(F)(F)c1cccc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,0.7862251229925672,1,3,2,3,1,5,4,1,3,4
1976,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(F)c4)c1,0.8111486218392367,3,3,1,1,4,2,1,4,5,2
1977,NCCCCN(Cc1nc2ccccc2[nH]1)C3CCCc4cccnc34,-1.1162686223032203,1,4,1,2,5,5,5,1,1,5
1978,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4cnccn4)c(F)c2,-0.5679516476764869,5,5,1,2,2,4,2,1,2,3
1979,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1,0.19636898362138425,5,3,2,5,2,1,3,3,3,1
1980,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,-0.7008769748587252,2,5,3,4,2,1,2,1,5,3
1981,Fc1cccc(COc2ccc3C(=O)CCOc3c2)c1,1.0188444455614842,2,5,1,5,5,5,4,3,2,2
1982,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,-0.21071483087422116,3,1,4,5,5,3,5,2,2,3
1983,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1F,0.6034527981169892,1,2,2,5,5,5,5,2,2,5
1984,Cc1c(Sc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)c4ccccc4,1.2680794340281816,4,4,3,2,1,1,5,5,3,2
1985,FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F,0.6034527981169892,1,3,5,4,3,3,5,5,4,2
1986,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,1.1019227750503833,4,4,2,5,3,2,4,4,3,1
1987,C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,0.4123726402925215,2,4,5,1,5,4,4,4,2,1
1988,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,-1.6230464321855045,5,2,2,4,3,3,3,3,5,4
1989,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3,-0.8753414667854131,2,3,2,3,1,2,4,4,1,2
1990,C(Nc1nc2ccccc2[nH]1)c3ccccc3,0.4871431368325305,5,3,4,1,4,5,1,4,3,5
1991,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc12,0.18806115067249413,5,4,5,1,5,3,2,3,4,1
1992,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,0.7529937911970075,3,4,4,3,2,3,3,4,2,5
1993,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-0.6510299771653859,5,1,1,3,2,3,1,2,1,2
1994,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1,-0.8919571326831929,4,1,4,1,2,3,4,2,3,1
1995,OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cc(CC(=O)Nc5cccc(F)c5F)[nH]n4)ncnc3c2,-0.09440516958976243,4,4,3,4,4,3,3,4,1,3
1996,FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3,0.7114546264525579,2,5,5,5,2,4,4,1,2,5
1997,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,1.3511577635170802,1,4,4,3,4,1,2,4,5,1
1998,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,0.8693034524814662,4,3,5,4,1,2,1,1,1,5
1999,CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,-0.3519479910053494,1,1,2,2,4,1,5,2,1,5
2000,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,0.6865311276058883,4,3,4,1,2,5,4,5,1,2
2001,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4,-0.9833432951209821,5,2,2,2,1,4,4,5,4,2
2002,Cc1[nH]c(C(=O)NC2CCN(CC2)c3cc(cc(Cl)n3)C(=O)O)c(Cl)c1Cl,-0.3602558239542393,1,5,5,5,2,4,5,4,3,1
2003,COc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,0.8277642877370165,2,2,2,4,5,1,3,5,4,4
2004,Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6,1.7665494109615754,4,5,2,5,2,5,3,5,3,4
2005,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,-1.049805958712101,5,3,1,1,1,5,1,3,1,4
2006,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@H](CC(=O)O)C3,0.005288825796916486,5,2,4,2,2,1,1,3,5,4
2007,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(F)cc3,-0.3436401580564595,5,1,3,5,4,2,1,2,2,4
2008,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCCC3C(=O)O,-0.6759534760120555,5,1,4,3,3,3,4,4,4,1
