,rd_2,rd_32,rd_128,rd_512,rd_1024
20528,2,2,5,2,4
20529,4,4,5,5,1
20530,5,2,2,3,1
20531,1,1,3,5,4
20532,1,3,3,1,3
20533,3,3,1,4,4
20534,2,5,1,4,3
20535,3,4,1,2,1
20536,4,3,4,3,5
20537,5,5,1,5,4
20538,4,4,2,3,2
20539,5,5,5,3,5
20540,3,1,3,3,3
20541,5,4,5,4,4
20542,1,3,4,3,4
20543,4,2,3,4,3
20544,5,4,3,2,2
20545,4,1,2,4,4
20546,1,3,1,3,2
20547,4,4,4,5,4
20548,1,5,2,1,2
20549,3,4,4,2,1
20550,2,3,3,3,2
20551,2,2,5,4,4
20552,3,1,4,2,2
20553,4,2,3,5,4
20554,2,2,3,2,1
20555,5,1,1,4,2
20556,2,4,2,2,2
20557,3,4,3,5,4
20558,3,2,4,1,1
20559,3,1,2,3,2
20560,1,5,2,5,4
20561,3,2,3,3,3
20562,2,4,4,2,3
20563,1,5,3,4,3
20564,5,3,1,2,5
20565,1,5,2,1,4
20566,4,2,4,2,4
20567,3,4,1,1,5
20568,5,5,4,5,3
20569,5,3,3,3,2
20570,2,2,2,5,2
20571,2,2,2,5,5
20572,5,3,4,4,2
20573,4,3,2,3,3
20574,3,3,3,4,4
20575,1,5,2,2,3
20576,5,2,5,4,1
20577,1,1,1,4,3
20578,4,1,2,5,1
20579,4,3,2,5,1
20580,2,3,4,5,5
20581,5,1,3,3,3
20582,5,2,5,1,5
20583,4,2,3,4,5
20584,5,3,4,4,5
20585,4,2,5,3,5
20586,5,5,4,5,1
20587,3,2,3,1,3
20588,3,1,5,4,1
20589,4,5,3,5,2
20590,4,1,2,1,4
20591,1,2,2,2,4
20592,5,5,4,5,1
20593,5,5,5,4,4
20594,2,4,2,3,4
20595,1,1,2,2,2
20596,1,3,5,4,5
20597,4,3,2,5,5
20598,1,3,1,2,3
20599,4,2,3,4,5
20600,5,3,3,5,3
20601,2,5,5,5,4
20602,3,1,2,5,1
20603,1,2,3,2,4
20604,1,2,5,3,1
20605,4,1,5,2,2
20606,1,5,3,3,4
20607,5,5,3,3,2
20608,1,5,2,5,3
20609,3,4,4,3,2
20610,1,2,4,5,2
20611,2,5,2,1,1
20612,2,2,1,2,2
20613,3,3,1,4,1
20614,1,1,1,2,5
20615,4,2,4,2,3
20616,1,4,3,4,5
20617,4,1,5,3,1
20618,2,3,5,4,3
20619,2,2,4,1,4
20620,3,1,2,3,4
20621,2,3,4,5,2
20622,4,1,4,2,3
20623,5,3,1,2,5
20624,3,3,4,4,1
20625,3,1,2,1,2
20626,3,4,1,2,1
20627,5,3,4,1,1
20628,3,3,3,2,1
20629,3,4,1,1,2
20630,5,5,3,1,3
20631,3,2,1,3,4
20632,3,4,5,2,3
20633,5,1,4,1,2
20634,4,1,5,2,2
20635,4,5,5,1,5
20636,2,5,4,3,1
20637,5,2,1,4,1
20638,4,1,4,2,5
20639,4,4,3,5,2
20640,3,5,4,1,1
20641,1,4,3,3,3
20642,3,2,5,4,2
20643,4,5,3,3,3
20644,4,2,4,5,1
20645,3,4,4,2,1
20646,2,2,2,4,4
20647,5,4,2,4,2
20648,5,5,4,5,4
20649,4,5,3,1,5
20650,4,5,5,4,3
20651,2,1,2,4,4
20652,4,3,3,3,3
20653,5,2,1,3,1
20654,5,1,1,1,5
20655,2,3,5,3,1
20656,2,1,1,1,4
20657,3,5,3,5,3
20658,2,3,3,3,3
20659,3,2,2,4,5
20660,4,4,4,2,2
20661,3,3,5,1,5
20662,3,2,3,5,5
20663,1,2,1,3,3
20664,1,3,2,2,2
20665,3,2,1,1,1
20666,3,3,4,3,3
20667,5,3,1,1,1
20668,1,5,5,5,5
20669,3,4,5,3,5
20670,3,4,3,2,3
20671,3,3,1,4,4
20672,4,2,4,4,1
20673,1,2,1,5,2
20674,4,1,4,3,4
20675,2,3,2,2,4
20676,2,4,5,1,3
20677,2,3,3,2,2
20678,2,4,3,1,4
20679,4,4,5,3,2
20680,2,4,5,4,2
20681,4,4,4,4,4
20682,3,3,4,1,4
20683,1,4,5,1,5
20684,2,3,2,1,2
20685,1,1,1,3,1
20686,2,3,5,4,1
20687,3,5,3,3,3
20688,4,3,5,3,3
20689,4,2,2,1,2
20690,5,3,4,3,2
20691,4,3,1,2,1
20692,3,4,1,4,4
20693,4,5,4,1,3
20694,2,2,3,2,3
20695,3,2,1,4,3
20696,2,1,1,3,1
20697,2,3,5,2,2
20698,3,5,3,2,5
20699,1,4,1,3,5
20700,4,5,5,3,3
20701,1,4,2,5,4
20702,1,3,4,4,5
20703,4,1,2,3,4
20704,3,5,4,2,2
20705,4,1,3,2,2
20706,5,5,1,4,4
20707,1,5,1,1,2
20708,4,2,5,5,2
20709,5,3,5,1,3
20710,2,4,3,3,5
20711,5,4,2,5,3
20712,5,4,4,2,1
20713,4,4,2,4,2
20714,5,1,5,2,1
20715,5,4,4,5,5
20716,5,2,4,3,4
20717,4,3,3,3,1
20718,1,2,3,2,2
20719,4,5,1,1,5
20720,5,1,5,3,5
20721,1,1,5,3,3
20722,5,2,4,2,3
20723,4,2,2,1,4
20724,4,3,4,1,4
20725,5,2,1,5,5
20726,2,5,4,1,5
20727,2,5,3,3,1
20728,2,1,3,2,1
20729,1,3,4,2,5
20730,3,1,5,5,5
20731,2,2,2,5,5
20732,5,3,5,1,1
20733,4,3,1,3,2
20734,5,1,2,1,3
20735,4,3,2,3,1
20736,3,3,1,5,3
20737,2,5,2,4,1
20738,5,5,2,3,4
20739,3,1,3,4,4
20740,5,2,1,3,5
20741,5,1,4,1,3
20742,5,2,2,5,4
20743,3,4,5,1,1
20744,4,3,4,2,1
20745,1,4,5,4,4
20746,2,1,5,4,4
20747,5,3,2,3,2
20748,4,5,3,4,2
20749,3,2,2,5,2
20750,1,4,2,5,5
20751,2,3,5,1,5
20752,2,5,3,2,3
20753,4,5,2,2,1
20754,4,5,4,5,1
20755,4,3,3,2,4
20756,1,5,1,5,4
20757,2,3,3,5,3
20758,2,2,3,3,1
20759,1,5,2,5,4
20760,3,1,1,3,5
20761,1,5,3,3,2
20762,1,1,1,3,2
20763,3,4,2,1,1
20764,1,1,3,4,2
20765,3,2,5,3,2
20766,3,4,2,3,2
20767,5,2,1,4,5
20768,1,5,4,4,1
20769,2,2,1,1,1
20770,1,2,5,2,4
20771,2,5,5,5,3
20772,4,2,4,5,4
20773,5,2,2,2,3
20774,3,2,3,1,3
20775,2,3,5,2,1
20776,4,1,1,2,1
20777,1,1,4,1,3
20778,5,5,1,1,4
20779,4,2,4,1,5
20780,5,2,3,3,3
20781,4,3,2,1,4
20782,4,2,5,5,4
20783,3,4,4,3,2
20784,1,5,2,1,4
20785,4,2,2,1,1
20786,4,5,1,2,3
20787,5,2,3,5,5
20788,2,2,2,2,4
20789,2,1,3,1,1
20790,5,2,3,1,5
20791,3,2,3,1,1
20792,2,5,3,3,5
20793,3,1,3,1,5
20794,4,5,4,5,4
20795,5,3,1,1,3
20796,4,5,3,5,2
20797,2,4,1,4,3
20798,2,2,3,4,2
20799,3,4,2,1,4
20800,2,1,3,2,3
20801,5,1,5,1,2
20802,3,2,1,1,2
20803,4,4,3,3,4
20804,5,2,3,3,4
20805,4,4,5,5,4
20806,3,5,2,4,3
20807,1,5,4,5,5
20808,4,1,4,3,4
20809,5,1,2,1,2
20810,3,4,1,2,3
20811,1,1,3,2,2
20812,5,1,2,3,5
20813,3,5,2,4,3
20814,2,4,5,4,1
20815,1,3,4,1,2
20816,1,3,4,4,4
20817,3,2,3,3,1
20818,3,5,3,4,2
20819,5,5,1,2,3
20820,1,3,2,1,3
20821,4,3,5,2,4
20822,5,2,4,5,1
20823,4,3,1,2,5
20824,5,4,4,1,1
20825,1,1,4,3,1
20826,5,1,4,1,5
20827,3,2,1,3,1
20828,4,4,2,1,3
20829,3,4,2,2,2
20830,1,3,5,5,3
20831,4,5,3,1,5
20832,4,2,2,5,5
20833,1,5,3,1,5
20834,1,1,2,5,5
20835,2,5,5,3,2
20836,3,5,1,2,3
20837,2,2,5,3,4
20838,1,5,3,5,1
20839,2,4,4,1,5
20840,2,4,3,2,4
20841,5,3,5,1,3
20842,4,4,5,4,3
20843,4,2,1,1,5
20844,1,5,3,5,2
20845,5,4,2,3,2
20846,3,3,1,5,1
20847,3,5,1,1,1
20848,3,4,3,5,2
20849,4,3,1,1,3
20850,1,2,4,2,1
20851,1,1,3,5,2
20852,4,3,5,3,3
20853,2,2,5,4,1
20854,2,1,5,3,4
20855,1,1,3,1,2
20856,1,1,5,2,3
20857,2,3,3,4,4
20858,1,2,5,3,4
20859,5,4,5,2,5
20860,5,1,3,4,4
20861,4,4,5,3,4
20862,2,2,4,2,4
20863,5,1,2,4,3
20864,3,4,1,1,5
20865,1,3,1,1,1
20866,5,5,1,2,1
20867,4,3,2,1,4
20868,5,1,3,5,4
20869,4,2,5,3,5
20870,2,4,4,5,3
20871,3,5,4,2,1
20872,1,5,3,5,2
20873,2,4,1,5,1
20874,4,4,2,3,3
20875,1,4,2,1,4
20876,5,4,3,5,5
20877,2,5,2,4,1
20878,4,3,4,2,4
20879,4,3,2,3,3
20880,4,4,5,1,5
20881,5,2,5,3,4
20882,1,3,4,2,5
20883,3,2,5,5,4
20884,2,3,1,2,2
20885,5,2,5,4,5
20886,5,3,4,2,5
20887,4,2,1,1,3
20888,5,5,5,5,3
20889,3,4,1,1,4
20890,2,1,4,3,3
20891,1,1,1,5,1
20892,2,4,2,2,3
20893,4,4,5,2,3
20894,4,3,1,4,5
20895,4,4,4,4,2
20896,3,5,5,4,5
20897,1,5,5,1,2
20898,4,5,3,5,4
20899,4,5,1,2,4
20900,3,5,2,5,5
20901,4,2,3,4,2
20902,4,4,3,4,1
20903,3,1,5,5,3
20904,4,2,2,3,5
20905,5,2,1,2,2
20906,4,2,3,5,5
20907,3,3,2,5,2
20908,5,2,1,5,5
20909,5,3,5,1,5
20910,5,4,5,2,2
20911,3,1,4,2,3
20912,3,3,5,3,2
20913,2,1,5,4,2
20914,1,5,4,4,2
20915,4,3,1,2,2
20916,1,5,2,1,3
20917,5,3,4,5,5
20918,3,1,2,3,4
20919,2,5,5,3,4
20920,1,5,3,2,4
20921,5,4,1,4,2
20922,3,4,4,5,2
20923,5,4,3,2,1
20924,2,2,1,3,3
20925,3,2,4,1,4
20926,5,4,5,4,4
20927,5,5,2,5,5
20928,1,4,1,1,1
20929,3,3,2,1,3
20930,2,1,4,1,2
20931,1,5,4,4,3
20932,4,5,5,5,5
20933,2,3,5,4,2
20934,5,3,5,3,3
20935,1,3,2,5,5
20936,2,5,3,1,1
20937,3,4,4,3,4
20938,4,4,2,3,5
20939,5,2,5,3,3
20940,3,2,1,5,1
20941,1,3,1,4,3
20942,4,2,2,5,4
20943,2,4,3,5,2
20944,2,2,4,2,3
20945,1,4,2,4,3
20946,3,3,3,1,5
20947,1,1,5,2,3
20948,2,2,2,2,4
20949,2,5,2,3,1
20950,2,1,4,3,1
20951,3,4,2,3,3
20952,4,5,3,1,2
20953,5,4,1,3,3
20954,1,3,1,1,5
20955,3,5,5,3,1
20956,1,2,5,4,2
20957,5,4,1,3,3
20958,5,3,3,1,4
20959,1,1,4,1,2
20960,3,2,3,1,4
20961,2,5,4,3,2
20962,3,5,2,5,1
20963,1,4,3,3,3
20964,3,5,1,1,3
20965,4,1,5,4,4
20966,4,3,2,2,3
20967,4,5,5,2,1
20968,5,1,1,5,3
20969,2,5,1,5,3
20970,1,2,4,1,3
20971,2,1,5,4,2
20972,5,4,1,3,2
20973,5,4,2,2,4
20974,4,2,1,4,2
20975,2,2,1,5,3
20976,5,1,2,1,1
20977,5,2,5,4,3
20978,5,4,1,1,4
20979,5,2,1,1,5
20980,3,1,2,4,5
20981,1,2,5,3,2
20982,1,2,3,3,5
20983,1,5,2,3,3
20984,1,4,5,4,5
20985,1,1,5,5,2
20986,4,4,4,1,5
20987,3,5,2,3,2
20988,4,2,3,3,2
20989,5,2,5,3,1
20990,4,5,1,2,1
20991,2,2,5,4,5
20992,2,2,1,1,4
20993,1,1,1,2,1
20994,3,4,4,5,2
20995,1,5,4,4,1
20996,4,1,3,4,5
20997,3,4,2,3,2
20998,4,3,5,3,4
20999,3,4,4,4,3
21000,5,4,4,5,4
21001,1,5,4,3,4
21002,3,5,1,5,1
21003,2,3,2,3,4
21004,5,3,1,1,1
21005,1,4,3,5,1
21006,4,5,4,4,3
21007,4,2,1,1,4
21008,4,4,1,4,4
21009,3,4,5,2,5
21010,1,2,1,2,1
21011,1,5,3,5,1
21012,1,5,4,5,4
21013,5,2,2,4,2
21014,1,5,3,5,1
21015,2,2,5,3,4
21016,4,3,4,2,4
21017,4,4,1,3,3
21018,1,3,3,4,1
21019,4,5,2,3,2
21020,4,2,2,4,1
21021,2,4,2,3,2
21022,4,3,4,4,3
21023,5,4,3,2,4
21024,5,4,4,5,4
21025,5,3,2,5,2
21026,4,5,5,3,2
21027,3,3,5,1,2
21028,5,5,2,1,4
21029,4,5,4,4,5
21030,2,3,1,2,5
21031,4,1,3,1,3
21032,4,4,1,1,3
21033,2,3,3,5,4
21034,3,5,2,3,4
21035,5,3,2,3,5
21036,1,4,1,2,3
21037,3,4,1,2,3
21038,1,3,4,4,2
21039,5,1,5,4,4
21040,4,3,5,2,2
21041,4,5,2,3,4
21042,4,2,5,2,5
21043,4,1,4,1,2
21044,1,1,5,3,5
21045,5,3,1,3,4
21046,3,1,2,1,5
21047,1,3,4,3,1
21048,2,1,2,4,5
21049,5,4,2,4,5
21050,2,4,2,1,1
21051,4,2,1,2,3
21052,1,5,4,5,1
21053,2,4,1,3,4
21054,5,1,3,2,5
21055,5,4,2,2,2
21056,4,3,5,3,2
21057,1,2,5,5,3
21058,3,4,3,5,3
21059,2,4,2,5,3
21060,3,4,2,2,5
21061,1,5,3,3,4
21062,2,4,1,3,5
21063,3,5,1,4,2
21064,3,5,1,5,3
21065,3,5,5,4,5
21066,4,1,4,4,4
21067,3,4,4,4,2
21068,1,4,1,1,1
21069,4,2,2,4,2
21070,1,5,4,5,4
21071,5,5,1,2,3
21072,4,3,1,2,4
21073,5,2,3,3,5
21074,1,1,3,4,3
21075,4,1,4,4,3
21076,3,4,1,1,5
21077,3,1,1,1,4
21078,2,4,1,3,4
21079,2,1,3,2,2
21080,5,1,1,5,4
21081,5,4,3,5,5
21082,5,3,2,2,4
21083,2,3,2,2,5
21084,5,5,2,4,5
21085,5,4,4,1,1
21086,4,3,5,4,3
21087,2,1,4,3,3
21088,1,1,5,2,3
21089,2,3,3,3,3
21090,4,3,2,2,2
21091,4,3,5,2,5
21092,2,3,1,3,2
21093,1,3,3,4,5
21094,4,4,5,3,4
21095,2,2,2,2,2
21096,3,2,4,2,5
21097,3,3,5,4,2
21098,1,5,4,4,4
21099,5,3,1,5,1
21100,4,5,4,2,1
21101,3,3,1,5,4
21102,2,5,5,5,3
21103,4,2,4,5,3
21104,3,5,4,3,4
21105,2,2,2,4,4
21106,3,5,2,4,2
21107,1,4,1,2,4
21108,2,1,1,1,1
21109,4,4,4,5,1
21110,3,5,3,1,4
21111,1,3,1,3,3
21112,4,2,2,3,3
21113,5,5,1,1,3
21114,3,3,5,2,3
21115,4,4,1,2,3
21116,5,3,1,5,2
21117,3,1,1,2,2
21118,5,4,4,4,4
21119,5,5,5,4,2
21120,2,2,1,5,1
21121,5,2,3,1,5
21122,3,1,3,1,4
21123,5,3,4,1,4
21124,2,3,5,3,1
21125,1,1,4,2,5
21126,2,5,2,2,5
21127,1,5,2,3,3
21128,2,5,4,5,2
21129,2,2,1,3,3
21130,3,5,1,5,3
21131,1,2,1,4,2
21132,1,4,3,5,1
21133,4,4,4,4,3
21134,1,1,1,4,1
21135,1,4,4,5,2
21136,5,2,3,1,4
21137,3,2,1,2,5
21138,1,5,2,5,3
21139,4,3,4,3,3
21140,1,1,5,5,3
21141,3,5,4,1,3
21142,2,5,2,3,3
21143,4,2,4,5,2
21144,4,1,4,4,5
21145,3,5,5,5,4
21146,1,1,1,1,2
21147,5,2,3,2,5
21148,2,2,2,4,4
21149,4,1,4,2,1
21150,3,2,2,3,1
21151,1,2,4,3,4
21152,2,1,2,3,1
21153,2,3,3,2,2
21154,2,1,4,2,1
21155,3,5,5,2,4
21156,5,1,2,2,5
21157,2,1,3,5,5
21158,2,5,2,1,3
21159,5,4,3,5,3
21160,2,4,2,4,3
21161,1,3,5,2,3
21162,3,4,2,3,2
21163,4,2,2,3,4
21164,1,1,4,1,3
21165,1,5,5,5,3
21166,2,5,4,2,2
21167,2,2,5,2,5
21168,3,2,2,2,2
21169,3,3,2,1,5
21170,2,4,1,3,2
21171,4,3,3,3,5
21172,5,5,1,1,4
21173,1,5,1,3,3
21174,3,4,1,5,2
21175,2,5,5,5,3
21176,5,5,5,4,2
21177,4,1,4,4,1
21178,1,2,1,4,2
21179,3,4,2,4,3
21180,1,2,5,3,4
21181,2,2,5,5,3
21182,3,4,2,3,2
21183,4,3,2,4,4
21184,1,4,5,5,3
21185,3,3,4,2,4
21186,1,2,2,3,5
21187,3,4,5,2,5
21188,1,4,3,5,4
21189,4,1,2,3,1
21190,2,1,4,1,5
21191,4,4,4,1,1
21192,3,5,4,1,2
21193,4,2,2,4,2
21194,3,5,2,4,2
21195,3,5,4,3,3
21196,5,4,2,4,5
21197,4,2,2,2,2
21198,3,2,5,5,5
21199,2,3,5,3,4
21200,1,4,2,2,4
21201,1,1,3,4,5
21202,1,4,1,1,2
21203,5,3,2,1,4
21204,1,3,5,4,3
21205,4,3,4,4,1
21206,2,4,5,4,5
21207,1,4,5,2,1
21208,3,3,4,3,2
21209,2,4,3,4,5
21210,4,1,4,1,2
21211,5,2,5,5,3
21212,4,2,3,3,3
21213,5,5,5,4,1
21214,5,5,4,1,5
21215,1,4,5,4,3
21216,5,5,5,2,3
21217,5,4,3,5,5
21218,5,5,5,1,3
21219,4,3,3,5,4
21220,3,5,3,1,4
21221,3,4,2,5,2
21222,2,2,1,2,2
21223,1,1,5,1,5
21224,4,3,5,5,5
21225,3,4,4,2,4
21226,1,5,5,1,4
21227,3,2,5,5,3
21228,3,2,2,2,1
21229,4,2,1,5,3
21230,1,4,1,5,4
21231,3,4,2,2,2
21232,4,5,5,4,4
21233,3,4,4,5,5
21234,2,5,5,3,5
21235,5,3,1,1,2
21236,1,3,1,3,1
21237,3,3,1,5,3
21238,4,5,1,1,3
21239,1,3,1,5,5
21240,1,3,3,4,5
21241,5,4,4,2,2
21242,4,1,4,1,1
21243,1,3,3,3,1
21244,5,2,3,1,4
21245,3,3,5,3,3
21246,3,5,3,4,3
21247,5,1,1,3,4
21248,4,4,3,4,5
21249,5,5,3,4,2
21250,1,3,3,4,1
21251,3,2,2,3,2
21252,3,4,5,5,3
21253,5,5,1,1,4
21254,1,5,2,2,4
21255,1,5,4,3,5
21256,3,3,4,2,2
21257,2,5,1,2,5
21258,1,2,4,1,4
21259,5,3,1,5,5
21260,4,2,1,3,1
21261,1,5,5,4,1
21262,5,1,3,1,4
21263,5,3,2,1,1
21264,2,5,1,3,4
21265,5,1,1,2,4
21266,2,3,5,1,5
21267,5,2,2,5,3
21268,4,4,1,1,2
21269,2,1,2,2,3
21270,1,2,2,1,5
21271,2,5,2,4,4
21272,3,5,5,3,1
21273,2,1,4,1,5
21274,3,2,2,1,5
21275,2,1,5,4,5
21276,3,2,3,3,4
21277,3,1,3,3,5
21278,4,3,4,3,3
21279,1,1,5,1,1
21280,1,4,4,5,4
21281,3,5,1,4,5
21282,4,4,1,1,5
21283,5,5,2,1,2
21284,5,5,1,5,5
21285,1,1,5,5,3
21286,3,5,2,2,2
21287,3,5,4,2,3
21288,5,5,3,2,2
21289,5,4,1,5,1
21290,3,3,5,1,4
21291,2,5,1,5,2
21292,3,1,2,5,4
21293,5,1,2,3,4
21294,4,5,5,1,4
21295,5,3,5,5,2
21296,3,3,1,2,3
21297,3,5,2,2,4
21298,5,2,2,5,5
21299,3,3,4,3,2
21300,2,3,1,4,4
21301,4,3,2,2,2
21302,3,3,5,1,2
21303,1,1,2,3,5
21304,1,2,3,5,1
21305,1,1,2,3,2
21306,3,4,2,1,1
21307,4,4,1,3,2
21308,3,1,1,4,5
21309,3,3,4,4,4
21310,3,3,1,1,1
21311,5,3,2,2,4
21312,3,1,5,1,5
21313,5,4,4,4,3
21314,2,1,3,5,3
21315,3,2,2,3,1
21316,2,1,3,4,1
21317,4,1,5,1,5
21318,4,1,2,3,5
21319,2,5,4,5,1
21320,5,5,3,5,4
21321,1,5,2,5,1
21322,2,4,2,2,4
21323,3,3,2,3,3
21324,2,4,1,2,5
21325,3,2,4,4,5
21326,3,3,4,5,1
21327,1,5,3,2,2
21328,4,1,1,5,3
21329,2,2,1,4,5
21330,3,1,3,4,3
21331,1,1,2,4,3
21332,2,4,5,3,3
21333,1,2,4,5,4
21334,1,2,1,4,4
21335,5,4,5,5,1
21336,1,4,2,4,5
21337,3,5,3,5,1
21338,2,3,4,1,4
21339,2,5,2,4,1
21340,3,1,5,1,4
21341,5,3,3,5,3
21342,4,5,2,5,1
21343,4,1,3,1,1
21344,5,1,2,5,2
21345,5,3,5,3,4
21346,2,1,4,1,5
21347,2,3,3,1,4
21348,2,4,1,2,5
21349,4,2,3,4,4
21350,4,2,4,1,4
21351,5,4,2,4,4
21352,4,4,2,4,4
21353,4,2,3,2,2
21354,3,1,1,5,2
21355,3,3,4,1,5
21356,2,4,3,1,2
21357,3,5,5,4,3
21358,3,3,1,4,5
21359,1,5,2,1,5
21360,4,3,1,3,1
21361,5,5,2,2,4
21362,1,1,5,1,4
21363,5,4,5,5,1
21364,2,1,5,1,1
21365,2,3,2,2,4
21366,4,4,5,4,4
21367,3,2,1,5,2
21368,5,3,5,1,4
21369,1,1,3,3,4
21370,2,5,4,4,5
21371,4,5,4,5,1
21372,5,5,1,1,1
21373,5,5,4,3,2
21374,3,4,2,4,5
21375,3,2,4,1,4
21376,2,2,5,1,4
21377,3,2,5,4,5
21378,5,4,3,1,1
21379,5,4,2,4,2
21380,1,2,5,2,3
21381,1,2,4,3,3
21382,1,1,3,3,1
21383,1,5,4,4,5
21384,1,5,2,1,3
21385,3,2,1,5,4
21386,1,5,4,3,1
21387,2,4,4,2,1
21388,5,5,2,1,2
21389,4,2,5,5,1
21390,2,3,1,4,3
21391,5,2,3,5,4
21392,5,5,3,2,4
21393,4,4,4,5,4
21394,4,1,2,1,2
21395,4,3,5,1,3
21396,1,1,2,5,2
21397,1,1,2,4,1
21398,3,5,5,3,1
21399,1,2,4,2,5
21400,3,2,5,3,5
21401,4,3,1,1,5
21402,2,4,3,1,1
21403,4,3,4,2,3
21404,1,4,3,4,3
21405,4,2,1,2,1
21406,4,3,5,1,5
21407,1,4,3,5,4
21408,1,3,4,4,4
21409,2,4,5,2,2
21410,1,3,5,5,3
21411,2,2,2,2,3
21412,5,1,1,2,2
21413,5,3,5,2,2
21414,2,1,3,2,3
21415,4,1,3,1,5
21416,2,2,2,1,3
21417,5,5,2,4,5
21418,5,1,1,4,5
21419,2,5,1,3,4
21420,4,5,4,2,3
21421,1,4,4,1,4
21422,5,5,1,4,2
21423,4,1,5,5,2
21424,4,5,3,5,4
21425,3,1,2,5,4
21426,3,1,1,2,4
21427,3,5,3,4,2
21428,1,4,2,4,5
21429,2,5,4,1,5
21430,1,3,5,3,1
21431,5,3,3,1,1
21432,5,2,3,5,3
21433,2,5,5,3,5
21434,2,4,5,5,3
21435,1,5,2,1,1
21436,4,1,3,3,4
21437,5,5,5,1,2
21438,2,1,3,4,1
21439,4,3,3,4,3
21440,2,2,5,2,1
21441,5,4,2,5,2
21442,4,2,2,3,5
21443,5,2,4,2,3
21444,2,3,5,3,3
21445,2,5,2,4,4
21446,3,4,2,4,5
21447,4,2,1,4,1
21448,3,1,5,1,5
21449,5,4,5,2,1
21450,3,2,2,3,2
21451,3,5,3,5,2
21452,5,2,1,5,1
21453,4,3,3,1,2
21454,3,1,2,2,5
21455,2,1,5,3,3
21456,5,1,5,4,1
21457,5,3,1,5,4
21458,5,1,2,5,1
21459,4,3,1,2,3
21460,1,5,2,3,5
21461,3,1,2,2,5
21462,2,1,4,5,2
21463,1,3,2,1,5
21464,2,1,5,3,3
21465,3,3,5,3,1
21466,2,5,5,5,5
21467,1,1,4,3,1
21468,1,2,2,1,4
21469,5,4,2,1,4
21470,1,4,1,3,2
21471,4,3,4,3,4
21472,5,4,2,3,1
21473,1,3,2,4,5
21474,2,4,3,4,4
21475,4,1,3,3,3
21476,3,3,2,4,1
21477,2,5,1,2,1
21478,5,1,1,4,1
21479,4,5,2,1,3
21480,1,3,1,3,4
21481,4,1,2,3,5
21482,4,3,2,3,2
21483,3,4,3,3,3
21484,3,1,1,5,3
21485,2,1,1,1,1
21486,3,3,5,5,3
21487,5,2,2,5,5
21488,1,2,1,2,5
21489,2,2,2,1,5
21490,4,2,3,1,2
21491,5,5,4,3,1
21492,2,3,3,4,3
21493,5,3,5,4,2
21494,1,1,1,2,3
21495,3,2,3,1,3
21496,3,3,5,2,3
21497,1,2,3,2,1
21498,3,3,3,1,2
21499,5,4,4,4,3
21500,5,2,3,3,1
21501,3,4,5,5,2
21502,4,5,2,4,3
21503,4,3,1,1,3
21504,2,3,2,1,3
21505,1,5,2,2,2
21506,5,4,5,3,1
21507,3,1,4,3,4
21508,2,2,2,2,4
21509,3,3,3,2,2
21510,1,4,1,4,5
21511,4,2,3,3,3
21512,5,5,4,4,4
21513,4,1,5,5,5
21514,3,4,4,4,4
21515,2,3,5,4,4
21516,2,1,5,1,1
21517,4,3,5,3,2
21518,5,2,2,4,3
21519,5,4,3,2,1
21520,5,1,2,5,2
21521,3,1,2,2,1
21522,3,4,3,5,5
21523,2,3,1,2,2
21524,3,2,4,4,4
21525,3,4,4,2,1
21526,5,4,4,5,2
21527,2,1,5,3,4
21528,5,5,4,1,4
21529,1,1,2,5,1
21530,4,5,5,2,2
21531,2,3,1,5,3
21532,2,4,3,1,1
21533,4,5,1,4,2
21534,3,5,4,5,3
21535,3,3,2,1,4
21536,4,1,3,1,3
21537,4,1,1,2,5
21538,5,3,3,5,2
21539,1,2,4,5,3
21540,4,1,3,1,2
21541,3,3,3,5,5
21542,2,3,4,3,4
21543,2,1,1,2,1
21544,3,3,3,2,1
21545,4,4,5,2,1
21546,5,4,3,2,4
21547,2,2,4,5,1
21548,2,1,1,2,1
21549,3,2,3,5,1
21550,1,5,2,1,4
21551,4,2,4,5,4
21552,1,3,4,2,1
21553,2,3,1,4,1
21554,2,1,5,4,3
21555,1,1,4,2,3
21556,2,1,5,2,5
21557,4,3,3,3,5
21558,4,1,3,3,2
21559,2,4,1,2,1
21560,2,3,2,3,2
21561,4,5,2,3,3
21562,5,1,5,2,5
21563,2,3,5,2,5
21564,2,3,4,4,3
21565,5,5,2,1,1
21566,5,5,4,4,2
21567,2,4,1,5,1
21568,5,3,4,5,4
21569,2,5,4,5,5
21570,4,4,4,1,1
21571,3,4,3,2,3
21572,3,2,5,4,1
21573,4,5,4,5,5
21574,1,4,2,4,1
21575,4,1,1,3,3
21576,4,3,5,3,1
21577,3,2,1,5,4
21578,5,1,2,3,1
21579,3,3,5,2,4
21580,3,3,3,2,3
21581,3,1,5,1,1
21582,3,4,4,3,2
21583,3,2,1,2,1
21584,2,2,5,3,1
21585,5,3,4,1,4
21586,2,3,1,1,1
21587,2,5,5,5,2
21588,2,3,2,1,1
21589,3,2,3,4,3
21590,2,4,2,4,5
21591,3,3,1,3,3
21592,3,4,5,3,1
21593,2,3,5,1,1
21594,5,2,4,5,2
21595,5,1,3,4,5
21596,1,2,5,3,3
21597,3,3,3,5,1
21598,4,4,4,4,4
21599,3,1,5,4,1
21600,2,1,1,1,1
21601,4,2,3,5,5
