,Group
3264,5(1678)
3265,4(2003)
3266,2(1695)
3267,5(1678)
3268,1(1511)
3269,4(2003)
3270,3(944)
3271,2(1695)
3272,1(1511)
3273,1(1511)
3274,1(1511)
3275,3(944)
3276,5(1678)
3277,4(2003)
3278,1(1511)
3279,1(1511)
3280,5(1678)
3281,4(2003)
3282,5(1678)
3283,2(1695)
3284,3(944)
3285,1(1511)
3286,2(1695)
3287,4(2003)
3288,2(1695)
3289,4(2003)
3290,3(944)
3291,5(1678)
3292,5(1678)
3293,2(1695)
3294,4(2003)
3295,5(1678)
3296,5(1678)
3297,1(1511)
3298,4(2003)
3299,2(1695)
3300,1(1511)
3301,5(1678)
3302,2(1695)
3303,5(1678)
3304,1(1511)
3305,1(1511)
3306,1(1511)
3307,1(1511)
3308,2(1695)
3309,5(1678)
3310,5(1678)
3311,5(1678)
3312,5(1678)
3313,5(1678)
3314,5(1678)
3315,5(1678)
3316,4(2003)
3317,1(1511)
3318,4(2003)
3319,4(2003)
3320,4(2003)
3321,3(944)
3322,4(2003)
3323,5(1678)
3324,5(1678)
3325,5(1678)
3326,5(1678)
3327,5(1678)
3328,2(1695)
3329,5(1678)
3330,4(2003)
3331,5(1678)
3332,5(1678)
3333,2(1695)
3334,4(2003)
3335,2(1695)
3336,4(2003)
3337,4(2003)
3338,2(1695)
3339,4(2003)
3340,1(1511)
3341,4(2003)
3342,1(1511)
3343,5(1678)
3344,2(1695)
3345,1(1511)
3346,2(1695)
3347,2(1695)
3348,2(1695)
3349,4(2003)
3350,4(2003)
3351,2(1695)
3352,2(1695)
3353,1(1511)
3354,5(1678)
3355,5(1678)
3356,3(944)
3357,3(944)
3358,5(1678)
3359,1(1511)
3360,5(1678)
3361,3(944)
3362,4(2003)
3363,1(1511)
3364,4(2003)
3365,5(1678)
3366,3(944)
3367,2(1695)
3368,1(1511)
3369,2(1695)
3370,1(1511)
3371,4(2003)
3372,2(1695)
3373,3(944)
3374,2(1695)
3375,3(944)
3376,3(944)
3377,1(1511)
3378,2(1695)
3379,2(1695)
3380,3(944)
3381,4(2003)
3382,4(2003)
3383,2(1695)
3384,3(944)
3385,3(944)
3386,5(1678)
3387,2(1695)
3388,4(2003)
3389,2(1695)
3390,4(2003)
3391,4(2003)
3392,1(1511)
3393,3(944)
3394,1(1511)
3395,1(1511)
3396,4(2003)
3397,2(1695)
3398,4(2003)
3399,2(1695)
3400,1(1511)
3401,2(1695)
3402,1(1511)
3403,4(2003)
3404,1(1511)
3405,4(2003)
3406,5(1678)
3407,1(1511)
3408,3(944)
3409,1(1511)
3410,3(944)
3411,3(944)
3412,4(2003)
3413,4(2003)
3414,3(944)
3415,4(2003)
3416,2(1695)
3417,5(1678)
3418,5(1678)
3419,5(1678)
3420,4(2003)
3421,1(1511)
3422,2(1695)
3423,2(1695)
3424,2(1695)
3425,1(1511)
3426,4(2003)
3427,4(2003)
3428,4(2003)
3429,3(944)
3430,3(944)
3431,5(1678)
3432,5(1678)
3433,4(2003)
3434,4(2003)
3435,4(2003)
3436,1(1511)
3437,4(2003)
3438,4(2003)
3439,4(2003)
3440,5(1678)
3441,5(1678)
3442,4(2003)
3443,5(1678)
3444,1(1511)
3445,5(1678)
3446,3(944)
3447,1(1511)
3448,5(1678)
3449,2(1695)
3450,3(944)
3451,1(1511)
3452,5(1678)
3453,3(944)
3454,4(2003)
3455,5(1678)
3456,3(944)
3457,1(1511)
3458,2(1695)
3459,3(944)
3460,5(1678)
3461,5(1678)
3462,4(2003)
3463,2(1695)
3464,4(2003)
3465,4(2003)
3466,4(2003)
3467,1(1511)
3468,4(2003)
3469,3(944)
3470,2(1695)
3471,2(1695)
3472,4(2003)
3473,1(1511)
3474,4(2003)
3475,4(2003)
3476,4(2003)
3477,1(1511)
3478,2(1695)
3479,4(2003)
3480,1(1511)
3481,3(944)
3482,2(1695)
3483,3(944)
3484,1(1511)
3485,5(1678)
3486,4(2003)
3487,4(2003)
3488,3(944)
3489,2(1695)
3490,5(1678)
3491,3(944)
3492,2(1695)
3493,2(1695)
3494,5(1678)
3495,4(2003)
3496,5(1678)
3497,3(944)
3498,1(1511)
3499,4(2003)
3500,4(2003)
3501,4(2003)
3502,3(944)
3503,2(1695)
3504,5(1678)
3505,2(1695)
3506,5(1678)
3507,5(1678)
3508,4(2003)
3509,3(944)
3510,5(1678)
3511,2(1695)
3512,3(944)
3513,1(1511)
3514,3(944)
3515,3(944)
3516,1(1511)
3517,2(1695)
3518,4(2003)
3519,4(2003)
3520,5(1678)
3521,2(1695)
3522,2(1695)
3523,5(1678)
3524,1(1511)
3525,4(2003)
3526,1(1511)
3527,3(944)
3528,1(1511)
3529,2(1695)
3530,1(1511)
3531,5(1678)
3532,1(1511)
3533,4(2003)
3534,2(1695)
3535,3(944)
3536,5(1678)
3537,1(1511)
3538,5(1678)
3539,1(1511)
3540,2(1695)
3541,1(1511)
3542,2(1695)
3543,3(944)
3544,3(944)
3545,3(944)
3546,4(2003)
3547,3(944)
3548,1(1511)
3549,2(1695)
3550,5(1678)
3551,5(1678)
3552,2(1695)
3553,5(1678)
3554,2(1695)
3555,4(2003)
3556,4(2003)
3557,1(1511)
3558,4(2003)
3559,2(1695)
3560,1(1511)
3561,4(2003)
3562,4(2003)
3563,5(1678)
3564,1(1511)
3565,1(1511)
3566,1(1511)
3567,1(1511)
3568,1(1511)
3569,3(944)
3570,2(1695)
3571,4(2003)
3572,1(1511)
3573,1(1511)
3574,5(1678)
3575,4(2003)
3576,4(2003)
3577,2(1695)
3578,1(1511)
3579,1(1511)
3580,4(2003)
3581,2(1695)
3582,1(1511)
3583,1(1511)
3584,5(1678)
3585,5(1678)
3586,5(1678)
3587,4(2003)
3588,2(1695)
3589,3(944)
3590,2(1695)
3591,2(1695)
3592,1(1511)
3593,1(1511)
3594,2(1695)
3595,3(944)
3596,1(1511)
3597,5(1678)
3598,5(1678)
3599,2(1695)
3600,2(1695)
3601,2(1695)
3602,2(1695)
3603,4(2003)
3604,1(1511)
3605,5(1678)
3606,1(1511)
3607,2(1695)
3608,3(944)
3609,1(1511)
3610,4(2003)
3611,4(2003)
3612,5(1678)
3613,5(1678)
3614,2(1695)
3615,2(1695)
3616,4(2003)
3617,3(944)
3618,3(944)
3619,5(1678)
3620,2(1695)
3621,5(1678)
3622,1(1511)
3623,5(1678)
3624,4(2003)
3625,2(1695)
3626,5(1678)
3627,5(1678)
3628,2(1695)
3629,4(2003)
3630,2(1695)
3631,4(2003)
3632,5(1678)
3633,2(1695)
3634,5(1678)
3635,1(1511)
3636,1(1511)
3637,1(1511)
3638,4(2003)
3639,2(1695)
3640,2(1695)
3641,4(2003)
3642,3(944)
3643,2(1695)
3644,2(1695)
3645,1(1511)
3646,2(1695)
3647,4(2003)
3648,4(2003)
3649,4(2003)
3650,2(1695)
3651,5(1678)
3652,4(2003)
3653,4(2003)
3654,5(1678)
3655,5(1678)
3656,2(1695)
3657,1(1511)
3658,3(944)
3659,3(944)
3660,1(1511)
3661,4(2003)
3662,1(1511)
3663,4(2003)
3664,2(1695)
3665,1(1511)
3666,1(1511)
3667,1(1511)
3668,2(1695)
3669,1(1511)
3670,2(1695)
3671,2(1695)
3672,2(1695)
3673,1(1511)
3674,2(1695)
3675,4(2003)
3676,1(1511)
3677,3(944)
3678,2(1695)
3679,5(1678)
3680,4(2003)
3681,1(1511)
3682,3(944)
3683,4(2003)
3684,3(944)
3685,2(1695)
3686,5(1678)
3687,5(1678)
3688,5(1678)
3689,5(1678)
3690,2(1695)
3691,2(1695)
3692,5(1678)
3693,2(1695)
3694,2(1695)
3695,2(1695)
3696,3(944)
3697,4(2003)
3698,2(1695)
3699,3(944)
3700,3(944)
3701,3(944)
3702,1(1511)
3703,2(1695)
3704,1(1511)
3705,2(1695)
3706,4(2003)
3707,3(944)
3708,2(1695)
3709,2(1695)
3710,2(1695)
3711,3(944)
3712,2(1695)
3713,4(2003)
3714,2(1695)
3715,2(1695)
3716,4(2003)
3717,1(1511)
3718,4(2003)
3719,4(2003)
3720,5(1678)
3721,2(1695)
3722,2(1695)
3723,1(1511)
3724,4(2003)
3725,1(1511)
3726,4(2003)
3727,5(1678)
3728,2(1695)
3729,5(1678)
3730,5(1678)
3731,4(2003)
3732,1(1511)
3733,2(1695)
3734,2(1695)
3735,1(1511)
3736,3(944)
3737,3(944)
3738,5(1678)
3739,4(2003)
3740,1(1511)
3741,3(944)
3742,4(2003)
3743,2(1695)
3744,1(1511)
3745,3(944)
3746,5(1678)
3747,3(944)
3748,3(944)
3749,3(944)
3750,5(1678)
3751,5(1678)
3752,1(1511)
3753,3(944)
3754,4(2003)
3755,4(2003)
3756,5(1678)
3757,5(1678)
3758,5(1678)
3759,2(1695)
3760,5(1678)
3761,4(2003)
3762,4(2003)
3763,5(1678)
3764,5(1678)
3765,5(1678)
3766,5(1678)
3767,5(1678)
3768,1(1511)
3769,1(1511)
3770,3(944)
3771,5(1678)
3772,5(1678)
3773,1(1511)
3774,1(1511)
3775,1(1511)
3776,2(1695)
3777,2(1695)
3778,1(1511)
3779,5(1678)
3780,5(1678)
3781,5(1678)
3782,5(1678)
3783,2(1695)
3784,1(1511)
3785,2(1695)
3786,2(1695)
3787,2(1695)
3788,1(1511)
3789,2(1695)
3790,2(1695)
3791,5(1678)
3792,1(1511)
3793,5(1678)
3794,4(2003)
3795,4(2003)
3796,4(2003)
3797,3(944)
3798,5(1678)
3799,5(1678)
3800,5(1678)
3801,3(944)
3802,3(944)
3803,5(1678)
3804,5(1678)
3805,5(1678)
3806,5(1678)
3807,2(1695)
3808,4(2003)
3809,3(944)
3810,4(2003)
3811,5(1678)
3812,5(1678)
3813,4(2003)
3814,2(1695)
3815,1(1511)
3816,2(1695)
3817,2(1695)
3818,2(1695)
3819,1(1511)
3820,5(1678)
3821,3(944)
3822,4(2003)
3823,4(2003)
3824,4(2003)
3825,4(2003)
3826,5(1678)
3827,4(2003)
3828,4(2003)
3829,4(2003)
3830,4(2003)
3831,2(1695)
3832,1(1511)
3833,2(1695)
3834,5(1678)
3835,2(1695)
3836,1(1511)
3837,2(1695)
3838,1(1511)
3839,2(1695)
3840,5(1678)
3841,1(1511)
3842,5(1678)
3843,1(1511)
3844,5(1678)
3845,4(2003)
3846,2(1695)
3847,3(944)
3848,5(1678)
3849,4(2003)
3850,5(1678)
3851,4(2003)
3852,4(2003)
3853,4(2003)
3854,3(944)
3855,1(1511)
3856,2(1695)
3857,2(1695)
3858,2(1695)
3859,2(1695)
3860,3(944)
3861,1(1511)
3862,5(1678)
3863,5(1678)
3864,3(944)
3865,2(1695)
3866,1(1511)
3867,3(944)
3868,5(1678)
3869,2(1695)
3870,4(2003)
3871,4(2003)
3872,4(2003)
3873,2(1695)
3874,5(1678)
3875,4(2003)
3876,1(1511)
3877,3(944)
3878,5(1678)
3879,1(1511)
3880,2(1695)
3881,1(1511)
3882,4(2003)
3883,4(2003)
3884,1(1511)
3885,1(1511)
3886,2(1695)
3887,4(2003)
3888,3(944)
3889,4(2003)
3890,2(1695)
3891,4(2003)
3892,5(1678)
3893,3(944)
3894,1(1511)
3895,2(1695)
3896,2(1695)
3897,1(1511)
3898,4(2003)
3899,5(1678)
3900,2(1695)
3901,3(944)
3902,4(2003)
3903,5(1678)
3904,3(944)
3905,5(1678)
3906,4(2003)
3907,1(1511)
3908,2(1695)
3909,4(2003)
3910,5(1678)
3911,4(2003)
3912,4(2003)
3913,4(2003)
3914,5(1678)
3915,4(2003)
3916,1(1511)
3917,2(1695)
3918,2(1695)
3919,4(2003)
3920,5(1678)
3921,5(1678)
3922,4(2003)
3923,5(1678)
3924,1(1511)
3925,4(2003)
3926,4(2003)
3927,4(2003)
3928,4(2003)
3929,2(1695)
3930,1(1511)
3931,3(944)
3932,3(944)
3933,2(1695)
3934,2(1695)
3935,1(1511)
3936,2(1695)
3937,5(1678)
3938,4(2003)
3939,4(2003)
3940,1(1511)
3941,5(1678)
3942,5(1678)
3943,3(944)
3944,4(2003)
3945,5(1678)
3946,1(1511)
3947,1(1511)
3948,5(1678)
3949,2(1695)
3950,1(1511)
3951,5(1678)
3952,1(1511)
3953,2(1695)
3954,3(944)
3955,4(2003)
3956,3(944)
3957,4(2003)
3958,2(1695)
3959,4(2003)
3960,1(1511)
3961,3(944)
3962,4(2003)
3963,2(1695)
3964,2(1695)
3965,2(1695)
3966,3(944)
3967,4(2003)
3968,1(1511)
3969,1(1511)
3970,3(944)
3971,5(1678)
3972,5(1678)
3973,1(1511)
3974,5(1678)
3975,5(1678)
3976,2(1695)
3977,2(1695)
3978,5(1678)
3979,5(1678)
3980,5(1678)
3981,2(1695)
3982,2(1695)
3983,1(1511)
3984,4(2003)
3985,5(1678)
3986,3(944)
3987,3(944)
3988,3(944)
3989,3(944)
3990,1(1511)
3991,1(1511)
3992,4(2003)
3993,2(1695)
3994,4(2003)
3995,3(944)
3996,2(1695)
3997,1(1511)
3998,1(1511)
3999,2(1695)
4000,3(944)
4001,4(2003)
4002,1(1511)
4003,5(1678)
4004,2(1695)
4005,5(1678)
4006,5(1678)
4007,4(2003)
4008,1(1511)
4009,4(2003)
4010,3(944)
4011,4(2003)
4012,1(1511)
4013,4(2003)
4014,4(2003)
4015,5(1678)
4016,5(1678)
4017,2(1695)
4018,4(2003)
4019,4(2003)
4020,4(2003)
4021,5(1678)
4022,4(2003)
4023,5(1678)
4024,1(1511)
4025,5(1678)
4026,5(1678)
4027,2(1695)
4028,3(944)
4029,2(1695)
4030,1(1511)
4031,1(1511)
4032,5(1678)
4033,4(2003)
4034,5(1678)
4035,2(1695)
4036,1(1511)
4037,1(1511)
4038,3(944)
4039,3(944)
4040,5(1678)
4041,2(1695)
4042,3(944)
4043,1(1511)
4044,5(1678)
4045,2(1695)
4046,2(1695)
4047,5(1678)
4048,2(1695)
4049,2(1695)
4050,4(2003)
4051,4(2003)
4052,4(2003)
4053,5(1678)
4054,2(1695)
4055,4(2003)
4056,3(944)
4057,3(944)
4058,3(944)
4059,4(2003)
4060,5(1678)
4061,4(2003)
4062,1(1511)
4063,2(1695)
4064,2(1695)
4065,4(2003)
4066,2(1695)
4067,2(1695)
4068,1(1511)
4069,4(2003)
4070,2(1695)
4071,2(1695)
4072,4(2003)
4073,3(944)
4074,1(1511)
4075,1(1511)
4076,1(1511)
4077,3(944)
4078,1(1511)
4079,4(2003)
4080,3(944)
4081,4(2003)
4082,5(1678)
4083,5(1678)
4084,5(1678)
4085,1(1511)
4086,2(1695)
4087,4(2003)
4088,3(944)
4089,3(944)
4090,3(944)
4091,5(1678)
4092,3(944)
4093,3(944)
4094,3(944)
4095,5(1678)
4096,1(1511)
4097,5(1678)
4098,4(2003)
4099,5(1678)
4100,5(1678)
4101,4(2003)
4102,5(1678)
4103,4(2003)
4104,5(1678)
4105,2(1695)
4106,2(1695)
4107,5(1678)
4108,2(1695)
4109,2(1695)
4110,5(1678)
4111,4(2003)
4112,5(1678)
4113,4(2003)
4114,5(1678)
4115,5(1678)
4116,5(1678)
4117,2(1695)
4118,1(1511)
4119,2(1695)
4120,4(2003)
4121,5(1678)
4122,1(1511)
4123,2(1695)
4124,4(2003)
4125,2(1695)
4126,1(1511)
4127,5(1678)
4128,3(944)
4129,1(1511)
4130,3(944)
4131,4(2003)
4132,5(1678)
4133,4(2003)
4134,5(1678)
4135,4(2003)
4136,1(1511)
4137,4(2003)
4138,4(2003)
4139,4(2003)
4140,5(1678)
4141,3(944)
4142,4(2003)
4143,4(2003)
4144,4(2003)
4145,1(1511)
4146,4(2003)
4147,1(1511)
4148,2(1695)
4149,4(2003)
4150,4(2003)
4151,4(2003)
4152,3(944)
4153,2(1695)
4154,4(2003)
4155,4(2003)
4156,3(944)
4157,4(2003)
4158,2(1695)
4159,4(2003)
4160,2(1695)
4161,4(2003)
4162,2(1695)
4163,2(1695)
4164,2(1695)
4165,1(1511)
4166,1(1511)
4167,4(2003)
4168,4(2003)
4169,1(1511)
4170,4(2003)
4171,1(1511)
4172,3(944)
4173,2(1695)
4174,2(1695)
4175,4(2003)
4176,5(1678)
4177,4(2003)
4178,5(1678)
4179,5(1678)
4180,1(1511)
4181,2(1695)
4182,4(2003)
4183,4(2003)
4184,4(2003)
4185,5(1678)
4186,4(2003)
4187,4(2003)
4188,4(2003)
4189,2(1695)
4190,2(1695)
4191,4(2003)
4192,4(2003)
4193,4(2003)
4194,1(1511)
4195,4(2003)
4196,5(1678)
4197,1(1511)
4198,1(1511)
4199,4(2003)
4200,2(1695)
4201,2(1695)
4202,3(944)
4203,4(2003)
4204,2(1695)
4205,5(1678)
4206,1(1511)
4207,5(1678)
4208,5(1678)
4209,2(1695)
4210,4(2003)
4211,2(1695)
4212,4(2003)
4213,4(2003)
4214,4(2003)
4215,3(944)
4216,5(1678)
4217,4(2003)
4218,2(1695)
4219,5(1678)
4220,1(1511)
4221,2(1695)
4222,2(1695)
4223,2(1695)
4224,2(1695)
4225,1(1511)
4226,1(1511)
4227,2(1695)
4228,2(1695)
4229,1(1511)
4230,1(1511)
4231,2(1695)
4232,1(1511)
4233,4(2003)
4234,5(1678)
4235,5(1678)
4236,2(1695)
4237,3(944)
4238,4(2003)
4239,4(2003)
4240,2(1695)
4241,2(1695)
4242,1(1511)
4243,1(1511)
4244,5(1678)
4245,4(2003)
4246,5(1678)
4247,4(2003)
4248,2(1695)
4249,2(1695)
4250,2(1695)
4251,2(1695)
4252,2(1695)
4253,1(1511)
4254,4(2003)
4255,1(1511)
4256,1(1511)
4257,1(1511)
4258,4(2003)
4259,1(1511)
4260,1(1511)
4261,2(1695)
4262,3(944)
4263,3(944)
4264,2(1695)
4265,1(1511)
4266,3(944)
4267,5(1678)
4268,5(1678)
4269,4(2003)
4270,1(1511)
4271,3(944)
4272,4(2003)
4273,5(1678)
4274,1(1511)
4275,5(1678)
4276,5(1678)
4277,5(1678)
4278,5(1678)
4279,5(1678)
4280,5(1678)
4281,2(1695)
4282,4(2003)
4283,5(1678)
4284,5(1678)
4285,3(944)
4286,2(1695)
4287,4(2003)
4288,4(2003)
4289,5(1678)
4290,1(1511)
4291,5(1678)
4292,5(1678)
4293,2(1695)
4294,1(1511)
4295,2(1695)
4296,1(1511)
4297,2(1695)
4298,1(1511)
4299,3(944)
4300,5(1678)
4301,2(1695)
4302,5(1678)
4303,4(2003)
4304,4(2003)
4305,1(1511)
4306,2(1695)
4307,3(944)
4308,2(1695)
4309,2(1695)
4310,1(1511)
4311,2(1695)
4312,1(1511)
4313,4(2003)
4314,2(1695)
4315,2(1695)
4316,4(2003)
4317,1(1511)
4318,3(944)
4319,4(2003)
4320,2(1695)
4321,5(1678)
4322,5(1678)
4323,5(1678)
4324,3(944)
4325,5(1678)
4326,5(1678)
4327,1(1511)
4328,5(1678)
4329,2(1695)
4330,3(944)
4331,5(1678)
4332,1(1511)
4333,4(2003)
4334,1(1511)
4335,1(1511)
4336,4(2003)
4337,4(2003)
4338,2(1695)
4339,3(944)
4340,1(1511)
4341,4(2003)
4342,5(1678)
4343,1(1511)
4344,2(1695)
4345,2(1695)
4346,4(2003)
4347,5(1678)
4348,1(1511)
4349,4(2003)
4350,3(944)
4351,1(1511)
4352,5(1678)
4353,3(944)
4354,4(2003)
4355,2(1695)
4356,2(1695)
4357,2(1695)
4358,4(2003)
4359,2(1695)
4360,2(1695)
4361,3(944)
4362,5(1678)
4363,5(1678)
4364,5(1678)
4365,4(2003)
4366,2(1695)
4367,2(1695)
4368,2(1695)
4369,4(2003)
4370,4(2003)
4371,1(1511)
4372,1(1511)
4373,4(2003)
4374,1(1511)
4375,5(1678)
4376,5(1678)
4377,2(1695)
4378,5(1678)
4379,4(2003)
4380,5(1678)
4381,4(2003)
4382,4(2003)
4383,5(1678)
4384,4(2003)
4385,2(1695)
4386,4(2003)
4387,1(1511)
4388,5(1678)
4389,5(1678)
4390,3(944)
4391,3(944)
4392,1(1511)
4393,4(2003)
4394,1(1511)
4395,1(1511)
4396,4(2003)
4397,4(2003)
4398,5(1678)
4399,4(2003)
4400,5(1678)
4401,2(1695)
4402,3(944)
4403,1(1511)
4404,2(1695)
4405,1(1511)
4406,1(1511)
4407,4(2003)
4408,1(1511)
4409,5(1678)
4410,5(1678)
4411,5(1678)
4412,4(2003)
4413,5(1678)
4414,1(1511)
4415,5(1678)
4416,4(2003)
4417,2(1695)
4418,1(1511)
4419,1(1511)
4420,3(944)
4421,3(944)
4422,5(1678)
4423,3(944)
4424,4(2003)
4425,4(2003)
4426,1(1511)
4427,2(1695)
4428,5(1678)
4429,4(2003)
4430,5(1678)
4431,4(2003)
4432,4(2003)
4433,2(1695)
4434,1(1511)
4435,1(1511)
4436,3(944)
4437,2(1695)
4438,5(1678)
4439,4(2003)
4440,4(2003)
4441,4(2003)
4442,5(1678)
4443,4(2003)
4444,4(2003)
4445,4(2003)
4446,5(1678)
4447,4(2003)
4448,1(1511)
4449,4(2003)
4450,1(1511)
4451,1(1511)
4452,2(1695)
4453,3(944)
4454,2(1695)
4455,5(1678)
4456,4(2003)
4457,4(2003)
4458,3(944)
4459,5(1678)
4460,5(1678)
4461,5(1678)
4462,2(1695)
4463,2(1695)
4464,5(1678)
4465,1(1511)
4466,4(2003)
4467,2(1695)
4468,5(1678)
4469,5(1678)
4470,3(944)
4471,2(1695)
4472,5(1678)
4473,3(944)
4474,4(2003)
4475,3(944)
4476,1(1511)
4477,1(1511)
4478,1(1511)
4479,4(2003)
4480,1(1511)
4481,1(1511)
4482,3(944)
4483,5(1678)
4484,4(2003)
4485,5(1678)
4486,5(1678)
4487,1(1511)
4488,2(1695)
4489,1(1511)
4490,4(2003)
4491,3(944)
4492,4(2003)
4493,4(2003)
4494,3(944)
4495,5(1678)
4496,4(2003)
4497,4(2003)
4498,3(944)
4499,3(944)
4500,4(2003)
4501,1(1511)
4502,5(1678)
4503,4(2003)
4504,2(1695)
4505,2(1695)
4506,4(2003)
4507,1(1511)
4508,3(944)
4509,4(2003)
4510,4(2003)
4511,5(1678)
4512,2(1695)
4513,5(1678)
4514,5(1678)
4515,1(1511)
4516,1(1511)
4517,4(2003)
4518,2(1695)
4519,2(1695)
4520,4(2003)
4521,4(2003)
4522,4(2003)
4523,1(1511)
4524,2(1695)
4525,1(1511)
4526,3(944)
4527,2(1695)
4528,4(2003)
4529,4(2003)
4530,4(2003)
4531,5(1678)
4532,5(1678)
4533,1(1511)
4534,1(1511)
4535,3(944)
4536,1(1511)
4537,5(1678)
4538,2(1695)
4539,4(2003)
4540,2(1695)
4541,4(2003)
4542,5(1678)
4543,2(1695)
4544,4(2003)
4545,3(944)
4546,1(1511)
4547,4(2003)
4548,4(2003)
4549,2(1695)
4550,5(1678)
4551,1(1511)
4552,5(1678)
4553,5(1678)
4554,5(1678)
4555,4(2003)
4556,1(1511)
4557,4(2003)
4558,5(1678)
4559,3(944)
4560,4(2003)
4561,5(1678)
4562,5(1678)
4563,1(1511)
4564,5(1678)
4565,5(1678)
4566,5(1678)
4567,5(1678)
4568,1(1511)
4569,3(944)
4570,4(2003)
4571,4(2003)
4572,4(2003)
4573,4(2003)
4574,2(1695)
4575,2(1695)
4576,2(1695)
4577,2(1695)
4578,1(1511)
4579,3(944)
4580,2(1695)
4581,4(2003)
4582,2(1695)
4583,2(1695)
4584,1(1511)
4585,4(2003)
4586,1(1511)
4587,2(1695)
4588,2(1695)
4589,2(1695)
4590,5(1678)
4591,2(1695)
4592,2(1695)
4593,5(1678)
4594,1(1511)
4595,2(1695)
4596,2(1695)
4597,4(2003)
4598,4(2003)
4599,5(1678)
4600,5(1678)
4601,1(1511)
4602,3(944)
4603,1(1511)
4604,4(2003)
4605,5(1678)
4606,4(2003)
4607,2(1695)
4608,4(2003)
4609,2(1695)
4610,4(2003)
4611,5(1678)
4612,4(2003)
4613,3(944)
4614,4(2003)
4615,1(1511)
4616,2(1695)
4617,2(1695)
4618,1(1511)
4619,5(1678)
4620,1(1511)
4621,1(1511)
4622,1(1511)
4623,1(1511)
4624,1(1511)
4625,4(2003)
4626,4(2003)
4627,5(1678)
4628,4(2003)
4629,1(1511)
4630,4(2003)
4631,2(1695)
4632,4(2003)
4633,4(2003)
4634,4(2003)
4635,4(2003)
4636,1(1511)
4637,4(2003)
4638,2(1695)
4639,3(944)
4640,4(2003)
4641,4(2003)
4642,4(2003)
4643,3(944)
4644,4(2003)
4645,1(1511)
4646,2(1695)
4647,5(1678)
4648,2(1695)
4649,5(1678)
4650,5(1678)
4651,5(1678)
4652,2(1695)
4653,1(1511)
4654,5(1678)
4655,2(1695)
4656,1(1511)
4657,2(1695)
4658,1(1511)
4659,5(1678)
4660,4(2003)
4661,4(2003)
4662,5(1678)
4663,5(1678)
4664,2(1695)
4665,4(2003)
4666,2(1695)
4667,4(2003)
4668,5(1678)
4669,2(1695)
4670,1(1511)
4671,4(2003)
4672,1(1511)
4673,1(1511)
4674,4(2003)
4675,2(1695)
4676,1(1511)
4677,1(1511)
4678,2(1695)
4679,1(1511)
4680,1(1511)
4681,5(1678)
4682,4(2003)
4683,2(1695)
4684,4(2003)
4685,4(2003)
4686,2(1695)
4687,1(1511)
4688,1(1511)
4689,2(1695)
4690,4(2003)
4691,4(2003)
4692,1(1511)
4693,3(944)
4694,5(1678)
4695,4(2003)
4696,4(2003)
4697,3(944)
4698,2(1695)
4699,5(1678)
4700,3(944)
4701,2(1695)
4702,3(944)
4703,2(1695)
4704,1(1511)
4705,3(944)
4706,2(1695)
4707,5(1678)
4708,2(1695)
4709,1(1511)
4710,3(944)
4711,2(1695)
4712,2(1695)
4713,1(1511)
4714,4(2003)
4715,5(1678)
4716,4(2003)
4717,2(1695)
4718,4(2003)
4719,4(2003)
4720,4(2003)
4721,4(2003)
4722,4(2003)
4723,1(1511)
4724,4(2003)
4725,4(2003)
4726,1(1511)
4727,4(2003)
4728,4(2003)
4729,4(2003)
4730,5(1678)
4731,2(1695)
4732,4(2003)
4733,5(1678)
4734,3(944)
4735,5(1678)
4736,4(2003)
4737,5(1678)
4738,1(1511)
4739,1(1511)
4740,5(1678)
4741,5(1678)
4742,2(1695)
4743,4(2003)
4744,1(1511)
4745,4(2003)
4746,4(2003)
4747,4(2003)
4748,5(1678)
4749,3(944)
4750,5(1678)
4751,2(1695)
4752,4(2003)
4753,5(1678)
4754,3(944)
4755,1(1511)
4756,5(1678)
4757,1(1511)
4758,4(2003)
4759,5(1678)
4760,4(2003)
4761,5(1678)
4762,5(1678)
4763,5(1678)
4764,4(2003)
4765,4(2003)
4766,4(2003)
4767,1(1511)
4768,3(944)
4769,1(1511)
4770,1(1511)
4771,5(1678)
4772,5(1678)
4773,1(1511)
4774,2(1695)
4775,3(944)
4776,1(1511)
4777,5(1678)
4778,5(1678)
4779,5(1678)
4780,5(1678)
4781,1(1511)
4782,4(2003)
4783,2(1695)
4784,4(2003)
4785,5(1678)
4786,1(1511)
4787,1(1511)
4788,1(1511)
4789,5(1678)
4790,5(1678)
4791,4(2003)
4792,3(944)
4793,3(944)
4794,2(1695)
4795,4(2003)
4796,5(1678)
4797,5(1678)
4798,2(1695)
4799,4(2003)
4800,4(2003)
4801,5(1678)
4802,3(944)
4803,5(1678)
4804,3(944)
4805,1(1511)
4806,4(2003)
4807,1(1511)
4808,5(1678)
4809,3(944)
4810,2(1695)
4811,2(1695)
4812,4(2003)
4813,4(2003)
4814,3(944)
4815,4(2003)
4816,5(1678)
4817,4(2003)
4818,5(1678)
4819,2(1695)
4820,1(1511)
4821,1(1511)
4822,1(1511)
4823,1(1511)
4824,3(944)
4825,2(1695)
4826,1(1511)
4827,4(2003)
4828,1(1511)
4829,1(1511)
4830,1(1511)
4831,3(944)
4832,2(1695)
4833,1(1511)
4834,1(1511)
4835,1(1511)
4836,1(1511)
4837,5(1678)
4838,3(944)
4839,5(1678)
